0.01	0.0115
0.01078	0.00846
0.01156	0.00743
0.01234	0.00994
0.01313	0.00995
0.01391	0.00627
0.01469	0.00729
0.01547	0.00909
0.01625	0.00475
0.01703	-6.11523E-4
0.01782	0.0057
0.0186	0.00792
0.01938	0.00594
0.02016	0.00254
0.02094	0.00685
0.02172	0.00452
0.02251	0.00411
0.02329	0.00613
0.02407	0.01122
0.02485	0.00693
0.02563	0.00679
0.02641	0.007
0.0272	0.00849
0.02798	0.00547
0.02876	0.00101
0.02954	1.3081E-4
0.03032	0.00101
0.0311	0.00968
0.03189	0.00651
0.03267	0.00531
0.03345	0.00778
0.03423	0.00424
0.03501	0.00467
0.03579	0.00584
0.03658	0.00258
0.03736	0.00164
0.03814	0.00297
0.03892	0.00263
0.0397	0.00528
0.04048	0.00342
0.04127	0.00577
0.04205	-0.00113
0.04283	0.0015
0.04361	0.00611
0.04439	0.00139
0.04517	0.00377
0.04596	2.18618E-4
0.04674	0.00287
0.04752	0.00125
0.0483	0.00226
0.04908	0.00278
0.04986	-0.00186
0.05064	-0.00295
0.05143	-5.36776E-4
0.05221	-0.00334
0.05299	-2.60641E-4
0.05377	-0.00405
0.05455	-0.00259
0.05533	-7.26631E-4
0.05612	2.25009E-4
0.0569	-8.16662E-4
0.05768	-0.00192
0.05846	-0.0024
0.05924	-0.00266
0.06002	9.54212E-4
0.06081	0.00134
0.06159	0.00107
0.06237	-0.00284
0.06315	-0.00133
0.06393	-0.00146
0.06471	-0.00585
0.0655	-0.00459
0.06628	-0.00301
0.06706	-0.00483
0.06784	-0.0055
0.06862	-0.00351
0.0694	-0.00673
0.07019	-0.00513
0.07097	-0.00119
0.07175	-0.00193
0.07253	-9.62336E-4
0.07331	-0.00452
0.07409	-0.00525
0.07488	-0.00426
0.07566	-0.00361
0.07644	-0.00488
0.07722	-0.00547
0.078	-0.00198
0.07878	-0.00647
0.07957	-0.00636
0.08035	-0.00668
0.08113	-0.01129
0.08191	-0.00769
0.08269	-0.00486
0.08347	-0.00634
0.08426	-0.00494
0.08504	-0.00871
0.08582	-0.00278
0.0866	-0.00759
0.08738	-0.00702
0.08816	-0.00647
0.08894	-0.00921
0.08973	-0.01046
0.09051	-0.01196
0.09129	-0.0096
0.09207	-0.00632
0.09285	-0.00931
0.09363	-0.01109
0.09442	-0.01307
0.0952	-0.00911
0.09598	-0.00938
0.09676	-0.00826
0.09754	-0.01425
0.09832	-0.01069
0.09911	-0.01037
0.09989	-0.01354
0.10067	-0.00827
0.10145	-0.00932
0.10223	-0.01267
0.10301	-0.01147
0.1038	-0.01503
0.10458	-0.01223
0.10536	-0.00938
0.10614	-0.01352
0.10692	-0.00984
0.1077	-0.01193
0.10849	-0.01439
0.10927	-0.01359
0.11005	-0.01771
0.11083	-0.01763
0.11161	-0.0135
0.11239	-0.01436
0.11318	-0.01368
0.11396	-0.01163
0.11474	-0.01318
0.11552	-0.00996
0.1163	-0.01122
0.11708	-0.01121
0.11787	-0.01236
